day_name_end,month_end,day_end,hour_end,return_for_next_hour
Saturday,9,22,22,106
Saturday,9,22,23,78
Saturday,9,29,0,83
Saturday,9,29,1,57
Saturday,9,29,2,47
Saturday,9,29,3,13
Saturday,9,29,4,5
Saturday,9,29,5,13
Saturday,9,29,6,24
Saturday,9,29,7,53
Saturday,9,29,8,128
Saturday,9,29,9,192
Saturday,9,29,10,282
Saturday,9,29,11,371
Saturday,9,29,12,384
Saturday,9,29,13,394
Saturday,9,29,14,347
Saturday,9,29,15,362
Saturday,9,29,16,327
Saturday,9,29,17,373
Saturday,9,29,18,327
Saturday,9,29,19,277
Saturday,9,29,20,195
Saturday,9,29,21,165
Saturday,9,29,22,136
Saturday,9,29,23,87
Saturday,10,6,0,74
Saturday,10,6,1,45
Saturday,10,6,2,28
Saturday,10,6,3,9
Saturday,10,6,4,4
Saturday,10,6,5,13
Saturday,10,6,6,24
Saturday,10,6,7,56
Saturday,10,6,8,149
Saturday,10,6,9,206
Saturday,10,6,10,244
Saturday,10,6,11,313
Saturday,10,6,12,354
Saturday,10,6,13,382
Saturday,10,6,14,382
Saturday,10,6,15,325
Saturday,10,6,16,384
Saturday,10,6,17,534
Saturday,10,6,18,194
Saturday,10,6,19,162
Saturday,10,6,20,152
Saturday,10,6,21,125
Saturday,10,6,22,88
Saturday,10,6,23,70
Saturday,10,13,0,67
Saturday,10,13,1,43
Saturday,10,13,2,31
Saturday,10,13,3,12
Saturday,10,13,4,5
Saturday,10,13,5,13
Saturday,10,13,6,24
Saturday,10,13,7,53
Saturday,10,13,8,127
Saturday,10,13,9,229
Saturday,10,13,10,237
Saturday,10,13,11,323
Saturday,10,13,12,337
Saturday,10,13,13,340
Saturday,10,13,14,353
Saturday,10,13,15,367
Saturday,10,13,16,332
Saturday,10,13,17,313
Saturday,10,13,18,268
Saturday,10,13,19,193
Saturday,10,13,20,152
Saturday,10,13,21,135
Saturday,10,13,22,94
Saturday,10,13,23,75
Saturday,10,20,0,62
Saturday,10,20,1,38
Saturday,10,20,2,31
Saturday,10,20,3,14
Saturday,10,20,4,14
Saturday,10,20,5,16
Saturday,10,20,6,23
Saturday,10,20,7,41
Saturday,10,20,8,97
Saturday,10,20,9,187
Saturday,10,20,10,301
Saturday,10,20,11,306
Saturday,10,20,12,369
Saturday,10,20,13,555
Saturday,10,20,14,464
Saturday,10,20,15,89
Saturday,10,20,16,265
Saturday,10,20,17,327
Saturday,10,20,18,261
Saturday,10,20,19,194
Saturday,10,20,20,142
Saturday,10,20,21,117
Saturday,10,20,22,106
Saturday,10,20,23,82
Saturday,10,27,0,69
Saturday,10,27,1,33
Saturday,10,27,2,34
Saturday,10,27,3,15
Saturday,10,27,4,5
Saturday,10,27,5,14
Saturday,10,27,6,20
Saturday,10,27,7,43
Saturday,10,27,8,92
Saturday,10,27,9,187
Saturday,10,27,10,258
Saturday,10,27,11,288
Saturday,10,27,12,309
Saturday,10,27,13,323
Saturday,10,27,14,339
Saturday,10,27,15,343
Saturday,10,27,16,299
Saturday,10,27,17,331
Saturday,10,27,18,291
Saturday,10,27,19,204
Saturday,10,27,20,246
Saturday,10,27,21,26
Saturday,10,27,22,82
Saturday,10,27,23,81
Saturday,11,3,0,64
Saturday,11,3,1,49
Saturday,11,3,2,26
Saturday,11,3,3,12
Saturday,11,3,4,7
Saturday,11,3,5,11
Saturday,11,3,6,30
Saturday,11,3,7,50
Saturday,11,3,8,108
Saturday,11,3,9,186
Saturday,11,3,10,261
Saturday,11,3,11,308
Saturday,11,3,12,351
Saturday,11,3,13,373
Saturday,11,3,14,317
Saturday,11,3,15,347
Saturday,11,3,16,339
Saturday,11,3,17,364
Saturday,11,3,18,293
Saturday,11,3,19,190
Saturday,11,3,20,145
Saturday,11,3,21,106
Saturday,11,3,22,112
Saturday,11,3,23,82
Saturday,11,10,0,25
Saturday,11,10,1,28
Saturday,11,10,2,30
Saturday,11,10,3,14
Saturday,11,10,4,7
Saturday,11,10,5,9
Saturday,11,10,6,12
Saturday,11,10,7,33
Saturday,11,10,8,97
Saturday,11,10,9,143
Saturday,11,10,10,164
Saturday,11,10,11,225
Saturday,11,10,12,202
Saturday,11,10,13,249
Saturday,11,10,14,233
Saturday,11,10,15,214
Saturday,11,10,16,235
Saturday,11,10,17,207
Saturday,11,10,18,176
Saturday,11,10,19,125
Saturday,11,10,20,92
Saturday,11,10,21,80
Saturday,11,10,22,61
Saturday,11,10,23,64
Saturday,11,17,0,39
Saturday,11,17,1,23
Saturday,11,17,2,21
Saturday,11,17,3,9
Saturday,11,17,4,6
Saturday,11,17,5,5
Saturday,11,17,6,12
Saturday,11,17,7,30
Saturday,11,17,8,63
Saturday,11,17,9,97
Saturday,11,17,10,119
Saturday,11,17,11,161
Saturday,11,17,12,172
Saturday,11,17,13,144
Saturday,11,17,14,167
Saturday,11,17,15,173
Saturday,11,17,16,133
Saturday,11,17,17,167
Saturday,11,17,18,129
Saturday,11,17,19,74
Saturday,11,17,20,59
Saturday,11,17,21,69
Saturday,11,17,22,47
Saturday,11,17,23,35
Saturday,11,24,0,8
Saturday,11,24,1,11
Saturday,11,24,2,15
Saturday,11,24,3,7
Saturday,11,24,4,4
Saturday,11,24,5,2
Saturday,11,24,6,8
Saturday,11,24,7,25
Saturday,11,24,8,54
Saturday,11,24,9,79
Saturday,11,24,10,200
Saturday,11,24,11,176
Saturday,11,24,12,153
Saturday,11,24,13,41
Saturday,11,24,14,135
Saturday,11,24,15,191
Saturday,11,24,16,172
Saturday,11,24,17,170
Saturday,11,24,18,134
Saturday,11,24,19,96
Saturday,11,24,20,65
Saturday,11,24,21,69
Saturday,11,24,22,60
Saturday,11,24,23,43
Saturday,12,1,0,45
Saturday,12,1,1,42
Saturday,12,1,2,23
Saturday,12,1,3,11
Saturday,12,1,4,9
Saturday,12,1,5,8
Saturday,12,1,6,13
Saturday,12,1,7,19
Saturday,12,1,8,87
Saturday,12,1,9,65
Saturday,12,1,10,96
Saturday,12,1,11,284
Saturday,12,1,12,91
Saturday,12,1,13,155
Saturday,12,1,14,375
Saturday,12,1,15,90
Saturday,12,1,16,185
Saturday,12,1,17,201
Saturday,12,1,18,161
Saturday,12,1,19,123
Saturday,12,1,20,121
Saturday,12,1,21,83
Saturday,12,1,22,85
Saturday,12,1,23,69
Saturday,12,8,0,78
Saturday,12,8,1,32
Saturday,12,8,2,24
Saturday,12,8,3,14
Saturday,12,8,4,11
Saturday,12,8,5,5
Saturday,12,8,6,16
Saturday,12,8,7,39
Saturday,12,8,8,92
Saturday,12,8,9,137
Saturday,12,8,10,190
Saturday,12,8,11,226
Saturday,12,8,12,266
Saturday,12,8,13,281
Saturday,12,8,14,298
Saturday,12,8,15,244
Saturday,12,8,16,231
Saturday,12,8,17,214
Saturday,12,8,18,209
Saturday,12,8,19,138
Saturday,12,8,20,98
Saturday,12,8,21,92
Saturday,12,8,22,85
Saturday,12,8,23,51
Saturday,12,15,0,81
Saturday,12,15,1,60
Saturday,12,15,2,34
Saturday,12,15,3,17
Saturday,12,15,4,11
Saturday,12,15,5,11
Saturday,12,15,6,20
Saturday,12,15,7,37
Saturday,12,15,8,87
Saturday,12,15,9,132
Saturday,12,15,10,219
Saturday,12,15,11,262
Saturday,12,15,12,284
Saturday,12,15,13,274
Saturday,12,15,14,329
Saturday,12,15,15,323
Saturday,12,15,16,270
Saturday,12,15,17,290
Saturday,12,15,18,211
Saturday,12,15,19,163
Saturday,12,15,20,134
Saturday,12,15,21,110
Saturday,12,15,22,132
Saturday,12,15,23,84
Saturday,12,22,0,57
Saturday,12,22,1,38
Saturday,12,22,2,14
Saturday,12,22,3,10
Saturday,12,22,4,11
Saturday,12,22,5,10
Saturday,12,22,6,10
Saturday,12,22,7,29
Saturday,12,22,8,61
Saturday,12,22,9,99
Saturday,12,22,10,160
Saturday,12,22,11,188
Saturday,12,22,12,229
Saturday,12,22,13,271
Saturday,12,22,14,237
Saturday,12,22,15,243
Saturday,12,22,16,206
Saturday,12,22,17,192
Saturday,12,22,18,155
Saturday,12,22,19,116
Saturday,12,22,20,109
Saturday,12,22,21,106
Saturday,12,22,22,68
Saturday,12,22,23,55
Saturday,12,29,0,52
Saturday,12,29,1,15
Saturday,12,29,2,28
Saturday,12,29,3,11
Saturday,12,29,4,7
Saturday,12,29,5,6
Saturday,12,29,6,17
Saturday,12,29,7,36
Saturday,12,29,8,69
Saturday,12,29,9,95
Saturday,12,29,10,131
Saturday,12,29,11,199
Saturday,12,29,12,227
Saturday,12,29,13,305
Saturday,12,29,14,271
Saturday,12,29,15,284
Saturday,12,29,16,308
Saturday,12,29,17,194
Saturday,12,29,18,181
Saturday,12,29,19,135
Saturday,12,29,20,104
Saturday,12,29,21,97
Saturday,12,29,22,73
Saturday,12,29,23,63
Sunday,1,7,0,20
Sunday,1,7,1,14
Sunday,1,7,2,8
Sunday,1,7,3,7
Sunday,1,7,4,2
Sunday,1,7,5,4
Sunday,1,7,6,3
Sunday,1,7,7,13
Sunday,1,7,8,36
Sunday,1,7,9,56
Sunday,1,7,10,90
Sunday,1,7,11,244
Sunday,1,7,12,40
Sunday,1,7,13,205
Sunday,1,7,14,69
Sunday,1,7,15,183
Sunday,1,7,16,68
Sunday,1,7,17,93
Sunday,1,7,18,85
Sunday,1,7,19,71
Sunday,1,7,20,41
Sunday,1,7,21,45
Sunday,1,7,22,29
Sunday,1,7,23,14
Sunday,1,14,0,22
Sunday,1,14,1,12
Sunday,1,14,2,9
Sunday,1,14,3,2
Sunday,1,14,4,1
Sunday,1,14,5,7
Sunday,1,14,6,6
Sunday,1,14,7,18
Sunday,1,14,8,30
Sunday,1,14,9,79
Sunday,1,14,10,106
Sunday,1,14,11,154
Sunday,1,14,12,182
Sunday,1,14,13,183
Sunday,1,14,14,163
Sunday,1,14,15,138
Sunday,1,14,16,151
Sunday,1,14,17,132
Sunday,1,14,18,94
Sunday,1,14,19,68
Sunday,1,14,20,52
Sunday,1,14,21,50
Sunday,1,14,22,33
Sunday,1,14,23,31
Sunday,1,21,0,28
Sunday,1,21,1,17
Sunday,1,21,2,8
Sunday,1,21,3,1
Sunday,1,21,4,5
Sunday,1,21,5,2
Sunday,1,21,6,4
Sunday,1,21,7,21
Sunday,1,21,8,43
Sunday,1,21,9,68
Sunday,1,21,10,115
Sunday,1,21,11,144
Sunday,1,21,12,149
Sunday,1,21,13,156
Sunday,1,21,14,152
Sunday,1,21,15,180
Sunday,1,21,16,196
Sunday,1,21,17,140
Sunday,1,21,18,101
Sunday,1,21,19,96
Sunday,1,21,20,52
Sunday,1,21,21,24
Sunday,1,21,22,31
Sunday,1,21,23,8
Sunday,1,28,0,24
Sunday,1,28,1,29
Sunday,1,28,2,13
Sunday,1,28,3,1
Sunday,1,28,4,1
Sunday,1,28,5,3
Sunday,1,28,6,4
Sunday,1,28,7,25
Sunday,1,28,8,41
Sunday,1,28,9,67
Sunday,1,28,10,135
Sunday,1,28,11,166
Sunday,1,28,12,204
Sunday,1,28,13,224
Sunday,1,28,14,192
Sunday,1,28,15,228
Sunday,1,28,16,247
Sunday,1,28,17,179
Sunday,1,28,18,133
Sunday,1,28,19,107
Sunday,1,28,20,64
Sunday,1,28,21,53
Sunday,1,28,22,31
Sunday,1,28,23,17
Sunday,2,4,0,48
Sunday,2,4,1,28
Sunday,2,4,2,11
Sunday,2,4,3,7
Sunday,2,4,4,1
Sunday,2,4,5,4
Sunday,2,4,6,5
Sunday,2,4,7,19
Sunday,2,4,8,51
Sunday,2,4,9,86
Sunday,2,4,10,127
Sunday,2,4,11,182
Sunday,2,4,12,186
Sunday,2,4,13,189
Sunday,2,4,14,237
Sunday,2,4,15,217
Sunday,2,4,16,171
Sunday,2,4,17,136
Sunday,2,4,18,112
Sunday,2,4,19,81
Sunday,2,4,20,74
Sunday,2,4,21,74
Sunday,2,4,22,41
Sunday,2,4,23,26
Sunday,2,11,0,27
Sunday,2,11,1,13
Sunday,2,11,2,13
Sunday,2,11,3,8
Sunday,2,11,4,5
Sunday,2,11,5,8
Sunday,2,11,6,8
Sunday,2,11,7,19
Sunday,2,11,8,47
Sunday,2,11,9,95
Sunday,2,11,10,119
Sunday,2,11,11,145
Sunday,2,11,12,159
Sunday,2,11,13,152
Sunday,2,11,14,156
Sunday,2,11,15,185
Sunday,2,11,16,161
Sunday,2,11,17,156
Sunday,2,11,18,115
Sunday,2,11,19,83
Sunday,2,11,20,65
Sunday,2,11,21,34
Sunday,2,11,22,37
Sunday,2,11,23,25
Sunday,2,18,0,28
Sunday,2,18,1,8
Sunday,2,18,2,10
Sunday,2,18,3,7
Sunday,2,18,4,1
Sunday,2,18,5,2
Sunday,2,18,6,14
Sunday,2,18,7,6
Sunday,2,18,8,40
Sunday,2,18,9,97
Sunday,2,18,10,198
Sunday,2,18,11,74
Sunday,2,18,12,110
Sunday,2,18,13,172
Sunday,2,18,14,170
Sunday,2,18,15,281
Sunday,2,18,16,84
Sunday,2,18,17,114
Sunday,2,18,18,127
Sunday,2,18,19,74
Sunday,2,18,20,48
Sunday,2,18,21,34
Sunday,2,18,22,22
Sunday,2,18,23,20
Sunday,2,25,0,30
Sunday,2,25,1,18
Sunday,2,25,2,9
Sunday,2,25,3,4
Sunday,2,25,4,4
Sunday,2,25,5,1
Sunday,2,25,6,4
Sunday,2,25,7,14
Sunday,2,25,8,43
Sunday,2,25,9,60
Sunday,2,25,10,124
Sunday,2,25,11,135
Sunday,2,25,12,167
Sunday,2,25,13,195
Sunday,2,25,14,217
Sunday,2,25,15,195
Sunday,2,25,16,204
Sunday,2,25,17,173
Sunday,2,25,18,125
Sunday,2,25,19,85
Sunday,2,25,20,49
Sunday,2,25,21,44
Sunday,2,25,22,23
Sunday,2,25,23,23
Sunday,3,4,0,19
Sunday,3,4,1,13
Sunday,3,4,2,8
Sunday,3,4,3,6
Sunday,3,4,4,5
Sunday,3,4,5,4
Sunday,3,4,6,9
Sunday,3,4,7,27
Sunday,3,4,8,36
Sunday,3,4,9,79
Sunday,3,4,10,101
Sunday,3,4,11,152
Sunday,3,4,12,143
Sunday,3,4,13,169
Sunday,3,4,14,180
Sunday,3,4,15,210
Sunday,3,4,16,182
Sunday,3,4,17,167
Sunday,3,4,18,119
Sunday,3,4,19,77
Sunday,3,4,20,52
Sunday,3,4,21,46
Sunday,3,4,22,40
Sunday,3,4,23,14
Sunday,3,11,0,41
Sunday,3,11,1,18
Sunday,3,11,3,11
Sunday,3,11,4,8
Sunday,3,11,5,6
Sunday,3,11,6,9
Sunday,3,11,7,20
Sunday,3,11,8,44
Sunday,3,11,9,9
Sunday,3,11,10,64
Sunday,3,11,11,126
Sunday,3,11,12,153
Sunday,3,11,13,395
Sunday,3,11,14,247
Sunday,3,11,15,78
Sunday,3,11,16,209
Sunday,3,11,17,383
Sunday,3,11,18,290
Sunday,3,11,19,183
Sunday,3,11,20,29
Sunday,3,11,21,62
Sunday,3,11,22,48
Sunday,3,11,23,39
Sunday,3,18,0,30
Sunday,3,18,1,18
Sunday,3,18,2,16
Sunday,3,18,3,6
Sunday,3,18,4,7
Sunday,3,18,5,5
Sunday,3,18,6,9
Sunday,3,18,7,12
Sunday,3,18,8,41
Sunday,3,18,9,66
Sunday,3,18,10,105
Sunday,3,18,11,127
Sunday,3,18,12,145
Sunday,3,18,13,188
Sunday,3,18,14,183
Sunday,3,18,15,186
Sunday,3,18,16,185
Sunday,3,18,17,172
Sunday,3,18,18,131
Sunday,3,18,19,123
Sunday,3,18,20,86
Sunday,3,18,21,61
Sunday,3,18,22,38
Sunday,3,18,23,23
Sunday,3,25,0,30
Sunday,3,25,1,17
Sunday,3,25,2,9
Sunday,3,25,3,8
Sunday,3,25,4,2
Sunday,3,25,5,3
Sunday,3,25,6,15
Sunday,3,25,7,22
Sunday,3,25,8,38
Sunday,3,25,9,89
Sunday,3,25,10,137
Sunday,3,25,11,204
Sunday,3,25,12,193
Sunday,3,25,13,222
Sunday,3,25,14,204
Sunday,3,25,15,216
Sunday,3,25,16,209
Sunday,3,25,17,190
Sunday,3,25,18,138
Sunday,3,25,19,117
Sunday,3,25,20,72
Sunday,3,25,21,53
Sunday,3,25,22,38
Sunday,3,25,23,18
Sunday,4,1,0,30
Sunday,4,1,1,18
Sunday,4,1,2,22
Sunday,4,1,3,6
Sunday,4,1,4,6
Sunday,4,1,5,4
Sunday,4,1,6,8
Sunday,4,1,7,15
Sunday,4,1,8,36
Sunday,4,1,9,89
Sunday,4,1,10,130
Sunday,4,1,11,175
Sunday,4,1,12,183
Sunday,4,1,13,174
Sunday,4,1,14,145
Sunday,4,1,15,209
Sunday,4,1,16,201
Sunday,4,1,17,201
Sunday,4,1,18,177
Sunday,4,1,19,131
Sunday,4,1,20,95
Sunday,4,1,21,75
Sunday,4,1,22,31
Sunday,4,1,23,18
Sunday,4,8,0,44
Sunday,4,8,1,26
Sunday,4,8,2,14
Sunday,4,8,3,13
Sunday,4,8,4,4
Sunday,4,8,5,12
Sunday,4,8,6,12
Sunday,4,8,7,27
Sunday,4,8,8,56
Sunday,4,8,9,97
Sunday,4,8,10,113
Sunday,4,8,11,185
Sunday,4,8,12,245
Sunday,4,8,13,251
Sunday,4,8,14,253
Sunday,4,8,15,254
Sunday,4,8,16,287
Sunday,4,8,17,268
Sunday,4,8,18,212
Sunday,4,8,19,146
Sunday,4,8,20,94
Sunday,4,8,21,71
Sunday,4,8,22,57
Sunday,4,8,23,31
Sunday,4,15,0,33
Sunday,4,15,1,25
Sunday,4,15,2,17
Sunday,4,15,3,8
Sunday,4,15,4,5
Sunday,4,15,5,5
Sunday,4,15,6,2
Sunday,4,15,7,30
Sunday,4,15,8,44
Sunday,4,15,9,104
Sunday,4,15,10,114
Sunday,4,15,11,148
Sunday,4,15,12,214
Sunday,4,15,13,197
Sunday,4,15,14,190
Sunday,4,15,15,190
Sunday,4,15,16,109
Sunday,4,15,17,76
Sunday,4,15,18,115
Sunday,4,15,19,34
Sunday,4,15,20,44
Sunday,4,15,21,51
Sunday,4,15,22,36
Sunday,4,15,23,17
Sunday,4,22,0,48
Sunday,4,22,1,18
Sunday,4,22,2,11
Sunday,4,22,3,9
Sunday,4,22,5,7
Sunday,4,22,6,6
Sunday,4,22,7,26
Sunday,4,22,8,49
Sunday,4,22,9,107
Sunday,4,22,10,185
Sunday,4,22,11,185
Sunday,4,22,12,180
Sunday,4,22,13,205
Sunday,4,22,14,210
Sunday,4,22,15,249
Sunday,4,22,16,239
Sunday,4,22,17,193
Sunday,4,22,18,193
Sunday,4,22,19,169
Sunday,4,22,20,98
Sunday,4,22,21,79
Sunday,4,22,22,54
Sunday,4,22,23,25
Sunday,4,29,0,46
Sunday,4,29,1,32
Sunday,4,29,2,16
Sunday,4,29,3,8
Sunday,4,29,4,6
Sunday,4,29,5,8
Sunday,4,29,6,17
Sunday,4,29,7,21
Sunday,4,29,8,82
Sunday,4,29,9,121
Sunday,4,29,10,162
Sunday,4,29,11,206
Sunday,4,29,12,265
Sunday,4,29,13,432
Sunday,4,29,14,163
Sunday,4,29,15,223
Sunday,4,29,16,294
Sunday,4,29,17,292
Sunday,4,29,18,260
Sunday,4,29,19,184
Sunday,4,29,20,146
Sunday,4,29,21,76
Sunday,4,29,22,71
Sunday,4,29,23,43
Sunday,5,6,0,47
Sunday,5,6,1,32
Sunday,5,6,2,17
Sunday,5,6,3,10
Sunday,5,6,4,8
Sunday,5,6,5,5
Sunday,5,6,6,14
Sunday,5,6,7,32
Sunday,5,6,8,22
Sunday,5,6,9,105
Sunday,5,6,10,168
Sunday,5,6,11,233
Sunday,5,6,12,270
Sunday,5,6,13,316
Sunday,5,6,14,309
Sunday,5,6,15,277
Sunday,5,6,16,271
Sunday,5,6,17,290
Sunday,5,6,18,415
Sunday,5,6,19,63
Sunday,5,6,20,129
Sunday,5,6,21,102
Sunday,5,6,22,61
Sunday,5,6,23,38
Sunday,5,13,0,46
Sunday,5,13,1,33
Sunday,5,13,2,17
Sunday,5,13,3,9
Sunday,5,13,4,9
Sunday,5,13,5,8
Sunday,5,13,6,15
Sunday,5,13,7,29
Sunday,5,13,8,73
Sunday,5,13,9,114
Sunday,5,13,10,162
Sunday,5,13,11,191
Sunday,5,13,12,233
Sunday,5,13,13,275
Sunday,5,13,14,255
Sunday,5,13,15,274
Sunday,5,13,16,294
Sunday,5,13,17,277
Sunday,5,13,18,249
Sunday,5,13,19,180
Sunday,5,13,20,149
Sunday,5,13,21,119
Sunday,5,13,22,59
Sunday,5,13,23,37
Sunday,5,20,0,46
Sunday,5,20,1,28
Sunday,5,20,2,26
Sunday,5,20,3,5
Sunday,5,20,4,3
Sunday,5,20,5,4
Sunday,5,20,6,16
Sunday,5,20,7,108
Sunday,5,20,8,108
Sunday,5,20,9,254
Sunday,5,20,10,115
Sunday,5,20,11,203
Sunday,5,20,12,500
Sunday,5,20,13,134
Sunday,5,20,14,247
Sunday,5,20,15,324
Sunday,5,20,16,300
Sunday,5,20,17,271
Sunday,5,20,18,201
Sunday,5,20,19,174
Sunday,5,20,20,143
Sunday,5,20,21,86
Sunday,5,20,22,60
Sunday,5,20,23,27
Sunday,5,27,0,39
Sunday,5,27,1,27
Sunday,5,27,2,13
Sunday,5,27,3,6
Sunday,5,27,4,1
Sunday,5,27,5,4
Sunday,5,27,6,22
Sunday,5,27,7,33
Sunday,5,27,8,79
Sunday,5,27,9,113
Sunday,5,27,10,188
Sunday,5,27,11,210
Sunday,5,27,12,299
Sunday,5,27,13,320
Sunday,5,27,14,327
Sunday,5,27,15,346
Sunday,5,27,16,342
Sunday,5,27,17,339
Sunday,5,27,18,300
Sunday,5,27,19,245
Sunday,5,27,20,199
Sunday,5,27,21,116
Sunday,5,27,22,108
Sunday,5,27,23,65
Sunday,6,3,0,60
Sunday,6,3,1,32
Sunday,6,3,2,14
Sunday,6,3,3,18
Sunday,6,3,4,4
Sunday,6,3,5,11
Sunday,6,3,6,16
Sunday,6,3,7,32
Sunday,6,3,8,77
Sunday,6,3,9,164
Sunday,6,3,10,230
Sunday,6,3,11,314
Sunday,6,3,12,411
Sunday,6,3,13,377
Sunday,6,3,14,398
Sunday,6,3,15,364
Sunday,6,3,16,378
Sunday,6,3,17,330
Sunday,6,3,18,244
Sunday,6,3,19,255
Sunday,6,3,20,225
Sunday,6,3,21,114
Sunday,6,3,22,90
Sunday,6,3,23,56
Sunday,6,10,0,47
Sunday,6,10,1,31
Sunday,6,10,2,14
Sunday,6,10,3,8
Sunday,6,10,4,8
Sunday,6,10,5,10
Sunday,6,10,6,19
Sunday,6,10,7,31
Sunday,6,10,8,79
Sunday,6,10,9,114
Sunday,6,10,10,212
Sunday,6,10,11,260
Sunday,6,10,12,307
Sunday,6,10,13,324
Sunday,6,10,14,358
Sunday,6,10,15,326
Sunday,6,10,16,367
Sunday,6,10,17,302
Sunday,6,10,18,264
Sunday,6,10,19,209
Sunday,6,10,20,163
Sunday,6,10,21,132
Sunday,6,10,22,76
Sunday,6,10,23,34
Sunday,6,17,0,39
Sunday,6,17,1,35
Sunday,6,17,2,20
Sunday,6,17,3,15
Sunday,6,17,4,5
Sunday,6,17,5,14
Sunday,6,17,6,16
Sunday,6,17,7,41
Sunday,6,17,8,68
Sunday,6,17,9,145
Sunday,6,17,10,220
Sunday,6,17,11,248
Sunday,6,17,12,274
Sunday,6,17,13,279
Sunday,6,17,14,280
Sunday,6,17,15,304
Sunday,6,17,16,294
Sunday,6,17,17,316
Sunday,6,17,18,267
Sunday,6,17,19,229
Sunday,6,17,20,186
Sunday,6,17,21,114
Sunday,6,17,22,95
Sunday,6,17,23,41
Sunday,6,24,0,59
Sunday,6,24,1,26
Sunday,6,24,2,29
Sunday,6,24,3,10
Sunday,6,24,4,12
Sunday,6,24,5,16
Sunday,6,24,6,20
Sunday,6,24,7,42
Sunday,6,24,8,100
Sunday,6,24,9,162
Sunday,6,24,10,264
Sunday,6,24,11,303
Sunday,6,24,12,382
Sunday,6,24,13,393
Sunday,6,24,14,345
Sunday,6,24,15,405
Sunday,6,24,16,413
Sunday,6,24,17,402
Sunday,6,24,18,357
Sunday,6,24,19,327
Sunday,6,24,20,184
Sunday,6,24,21,125
Sunday,6,24,22,71
Sunday,6,24,23,58
Sunday,7,1,0,52
Sunday,7,1,1,41
Sunday,7,1,2,21
Sunday,7,1,3,17
Sunday,7,1,4,5
Sunday,7,1,5,7
Sunday,7,1,6,23
Sunday,7,1,7,30
Sunday,7,1,8,77
Sunday,7,1,9,110
Sunday,7,1,10,180
Sunday,7,1,11,208
Sunday,7,1,12,400
Sunday,7,1,13,128
Sunday,7,1,14,189
Sunday,7,1,15,449
Sunday,7,1,16,146
Sunday,7,1,17,207
Sunday,7,1,18,218
Sunday,7,1,19,190
Sunday,7,1,20,146
Sunday,7,1,21,99
Sunday,7,1,22,97
Sunday,7,1,23,39
Sunday,7,8,0,42
Sunday,7,8,1,21
Sunday,7,8,2,24
Sunday,7,8,3,7
Sunday,7,8,4,3
Sunday,7,8,5,9
Sunday,7,8,6,12
Sunday,7,8,7,36
Sunday,7,8,8,79
Sunday,7,8,9,132
Sunday,7,8,10,229
Sunday,7,8,11,516
Sunday,7,8,12,372
Sunday,7,8,13,99
Sunday,7,8,14,256
Sunday,7,8,15,525
Sunday,7,8,16,221
Sunday,7,8,17,278
Sunday,7,8,18,325
Sunday,7,8,19,279
Sunday,7,8,20,198
Sunday,7,8,21,157
Sunday,7,8,22,84
Sunday,7,8,23,45
Sunday,7,15,0,44
Sunday,7,15,1,31
Sunday,7,15,2,31
Sunday,7,15,3,21
Sunday,7,15,4,4
Sunday,7,15,5,5
Sunday,7,15,6,16
Sunday,7,15,7,69
Sunday,7,15,8,98
Sunday,7,15,9,144
Sunday,7,15,10,192
Sunday,7,15,11,257
Sunday,7,15,12,332
Sunday,7,15,13,305
Sunday,7,15,14,362
Sunday,7,15,15,376
Sunday,7,15,16,389
Sunday,7,15,17,334
Sunday,7,15,18,315
Sunday,7,15,19,398
Sunday,7,15,20,85
Sunday,7,15,21,106
Sunday,7,15,22,94
Sunday,7,15,23,39
Sunday,7,22,0,84
Sunday,7,22,1,37
Sunday,7,22,2,52
Sunday,7,22,3,2
Sunday,7,22,4,3
Sunday,7,22,5,12
Sunday,7,22,6,20
Sunday,7,22,7,10
Sunday,7,22,8,78
Sunday,7,22,9,178
Sunday,7,22,10,238
Sunday,7,22,11,567
Sunday,7,22,12,130
Sunday,7,22,13,262
Sunday,7,22,14,289
Sunday,7,22,15,574
Sunday,7,22,16,182
Sunday,7,22,17,213
Sunday,7,22,18,346
Sunday,7,22,19,237
Sunday,7,22,20,199
Sunday,7,22,21,104
Sunday,7,22,22,71
Sunday,7,22,23,55
Sunday,7,29,0,47
Sunday,7,29,1,27
Sunday,7,29,2,7
Sunday,7,29,3,7
Sunday,7,29,4,19
Sunday,7,29,5,8
Sunday,7,29,6,20
Sunday,7,29,7,49
Sunday,7,29,8,79
Sunday,7,29,9,171
Sunday,7,29,10,208
Sunday,7,29,11,246
Sunday,7,29,12,317
Sunday,7,29,13,309
Sunday,7,29,14,334
Sunday,7,29,15,313
Sunday,7,29,16,331
Sunday,7,29,17,493
Sunday,7,29,18,146
Sunday,7,29,19,180
Sunday,7,29,20,142
Sunday,7,29,21,88
Sunday,7,29,22,85
Sunday,7,29,23,54
Sunday,8,5,0,41
Sunday,8,5,1,27
Sunday,8,5,2,20
Sunday,8,5,3,6
Sunday,8,5,4,4
Sunday,8,5,5,7
Sunday,8,5,6,8
Sunday,8,5,7,29
Sunday,8,5,8,79
Sunday,8,5,9,108
Sunday,8,5,10,172
Sunday,8,5,11,221
Sunday,8,5,12,256
Sunday,8,5,13,271
Sunday,8,5,14,307
Sunday,8,5,15,297
Sunday,8,5,16,296
Sunday,8,5,17,550
